@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
2236,'2017/07/23 11:32:10:057',6,-263.172302,857.125793,2686.395508,-278.967987,560.357727,2635.837891,-447.290405,583.472046,2545.848633,-447.290192,231.56189,2545.848633,-447.29126,-120.348206,2545.848633,-110.645554,537.243347,2725.827148,-110.64576,185.333191,2725.827148,-110.644691,-166.576904,2725.827148,-289.002747,341.641296,2598.428955,-407.711884,137.848251,2502.920166,-399.523712,-386.917297,2621.406982,-326.110748,-877.866577,2503.562012,-190.363129,108.001511,2619.119873,-48.11264,-407.781555,2675.98584,13.289307,-880.987061,2618.342041,?,0
2237,'2017/07/23 11:32:10:089',6,-269.414917,858.26239,2686.962891,-282.4375,561.903809,2637.294434,-454.253143,582.180115,2553.432861,-454.25293,230.269958,2553.432861,-454.253998,-121.640137,2553.432861,-110.621849,541.627441,2721.156006,-110.622055,189.717285,2721.156006,-110.620987,-162.19281,2721.156006,-290.292908,343.001068,2600.461426,-409.054382,137.1866,2509.496338,-405.538605,-387.55658,2628.620361,-329.594147,-880.674438,2511.093018,-187.242249,111.010086,2617.760498,-44.21962,-405.668457,2662.898682,16.322029,-882.253906,2606.570801,?,0
2238,'2017/07/23 11:32:10:120',6,-274.558014,859.624451,2686.736572,-278.365204,561.703308,2640.9104,-449.12558,576.106995,2553.74585,-449.125366,224.196838,2553.74585,-449.126434,-127.713257,2553.74585,-107.604813,547.299683,2728.074951,-107.605019,195.389526,2728.074951,-107.603951,-156.520569,2728.074951,-279.327393,342.26355,2606.533691,-390.472992,132.117752,2515.913818,-389.844666,-394.7005,2625.33252,-310.987152,-883.914429,2512.046631,-170.106186,113.5298,2628.400146,-32.786118,-405.368103,2665.019043,30.35498,-877.467407,2616.500732,?,0
2239,'2017/07/23 11:32:10:156',6,-277.119171,859.334351,2685.629395,-277.613983,560.215576,2643.846924,-448.075897,571.14856,2555.601807,-448.075684,219.238403,2555.601807,-448.076752,-132.671692,2555.601807,-107.152061,549.282593,2732.092041,-107.152267,197.372437,2732.092041,-107.151199,-154.537659,2732.092041,-274.992065,340.473022,2611.557617,-382.357269,127.784729,2522.330078,-403.320221,-399.324768,2626.317627,-324.759094,-882.629517,2511.545654,-162.383041,113.676208,2636.206543,-43.391762,-410.078674,2659.813232,19.215813,-877.709167,2608.52124,?,0
2240,'2017/07/23 11:32:10:188',6,-278.461121,856.789795,2686.074463,-276.486725,557.362915,2644.513672,-448.733612,566.348511,2559.578369,-448.733398,214.438354,2559.578369,-448.734467,-137.471741,2559.578369,-104.239838,548.377258,2729.448975,-104.240044,196.467102,2729.448975,-104.238976,-155.442993,2729.448975,-272.050232,337.643127,2612.271484,-378.80069,123.723663,2525.202637,-411.8638,-402.939117,2628.996094,-330.476288,-882.983887,2507.145996,-156.426788,112.123077,2634.855957,-44.587936,-413.706757,2649.54248,15.006744,-876.746216,2593.66748,?,0
2241,'2017/07/23 11:32:10:220',6,-278.419678,856.955627,2686.292725,-275.484314,557.112549,2645.255615,-450.383728,565.015137,2565.8125,-450.383514,213.10498,2565.8125,-450.384583,-138.805115,2565.8125,-100.5849,549.209961,2724.69873,-100.585106,197.299805,2724.69873,-100.584038,-154.610291,2724.69873,-270.801453,337.387421,2613.088867,-379.035492,122.764267,2529.632813,-416.948547,-403.860291,2632.895508,-334.918365,-881.189209,2507.993164,-153.201675,112.560287,2632.211426,-45.329063,-414.360901,2644.083496,9.5994,-873.935791,2587.791504,?,0
2242,'2017/07/23 11:32:10:256',6,-280.287384,854.488281,2685.397705,-275.717682,554.467041,2645.823486,-452.234436,561.223938,2569.933105,-452.234222,209.313782,2569.933105,-452.235291,-142.596313,2569.933105,-99.200928,547.710205,2721.713867,-99.201134,195.800049,2721.713867,-99.200066,-156.110046,2721.713867,-270.640564,334.637665,2614.441895,-379.502075,119.169708,2534.074219,-418.973083,-406.520416,2641.884033,-335.362366,-885.46521,2507.608887,-151.624817,110.446808,2632.046387,-48.110558,-417.468414,2642.954346,7.272659,-876.05896,2584.966309,?,0
2243,'2017/07/23 11:32:10:288',6,-279.02179,854.770386,2684.952148,-274.766296,555.018494,2645.69873,-453.141632,561.4328,2574.256592,-453.141418,209.522644,2574.256592,-453.142487,-142.387451,2574.256592,-96.390961,548.604248,2717.140869,-96.391167,196.694092,2717.140869,-96.390099,-155.216003,2717.140869,-270.180298,335.151733,2614.508301,-380.755554,119.426102,2537.193848,-419.592896,-407.289551,2640.35791,-337.256226,-882.921936,2505.460938,-150.433044,111.143814,2629.441895,-48.539474,-417.202087,2632.866699,5.918182,-876.508667,2579.687988,?,0
2244,'2017/07/23 11:32:10:321',6,-276.520905,855.71106,2686.725342,-272.18457,556.291626,2646.874268,-452.336945,562.218628,2579.996826,-452.336731,210.308472,2579.996826,-452.337799,-141.601624,2579.996826,-92.032196,550.364624,2713.751709,-92.032402,198.454468,2713.751709,-92.031334,-153.455627,2713.751709,-267.665771,336.490021,2615.22168,-379.456543,120.514999,2540.391846,-417.996948,-406.229431,2643.75,-336.149963,-882.239624,2505.137451,-146.837402,112.861862,2626.746338,-43.810425,-415.257263,2634.70752,8.033146,-876.619751,2578.226318,?,0
2245,'2017/07/23 11:32:10:356',6,-272.924011,857.466309,2686.626953,-271.20166,557.614502,2649.61084,-453.283752,563.433594,2588.17334,-453.283539,211.523438,2588.17334,-453.284607,-140.386658,2588.17334,-89.119568,551.795471,2711.04834,-89.119774,199.885315,2711.04834,-89.118706,-152.02478,2711.04834,-267.752319,337.708374,2618.55957,-381.857758,121.559082,2547.843262,-422.486877,-404.985535,2651.513428,-339.591248,-881.372559,2508.317871,-146.748215,114.045349,2627.17334,-49.021271,-415.114868,2628.938965,5.345901,-878.743286,2578.282227,?,0
2246,'2017/07/23 11:32:10:388',6,-270.221649,857.689331,2686.072754,-270.622192,557.618408,2650.182373,-454.412781,563.44165,2594.065186,-454.412567,211.531494,2594.065186,-454.413635,-140.378601,2594.065186,-86.831596,551.795166,2706.299561,-86.831802,199.88501,2706.299561,-86.830734,-152.025085,2706.299561,-268.24646,337.636505,2619.574219,-384.513855,121.413666,2552.740479,-422.857574,-406.119781,2652.114502,-339.52951,-883.588257,2504.027832,-147.227585,113.895477,2625.19165,-46.689758,-414.504669,2613.919678,6.900021,-881.83313,2574.1521,?,0
2247,'2017/07/23 11:32:10:420',6,-267.952393,861.510986,2694.290527,-267.429718,562.078186,2653.24707,-452.192535,567.77594,2600.407959,-452.192322,215.865784,2600.407959,-452.19339,-136.044312,2600.407959,-82.666908,556.380432,2706.086182,-82.667114,204.470276,2706.086182,-82.666046,-147.439819,2706.086182,-264.742371,342.458466,2620.167969,-381.322021,126.516724,2552.980469,-414.838806,-400.804504,2655.129395,-333.888489,-878.846191,2498.47998,-142.78801,119.160767,2621.197266,-39.299194,-408.775085,2610.07959,15.479645,-877.791565,2569.743164,?,0
2248,'2017/07/23 11:32:10:456',6,-263.327576,863.162292,2689.39917,-264.592865,563.342957,2651.06665,-450.955109,568.826599,2604.157227,-450.954895,216.916443,2604.157227,-450.955963,-134.993652,2604.157227,-78.230598,557.859375,2697.976074,-78.230804,205.949219,2697.976074,-78.229736,-145.960876,2697.976074,-263.240295,343.420044,2619.984619,-382.217255,127.037735,2558.614258,-415.816711,-400.231323,2661.126953,-338.693909,-883.763428,2503.522705,-141.558212,119.956497,2619.190918,-40.733826,-408.594299,2611.180664,12.428478,-882.065063,2571.109375,?,0
2249,'2017/07/23 11:32:10:488',6,-256.70697,862.786621,2687.455566,-260.055267,562.599487,2652.627686,-447.858215,568.951111,2611.996826,-447.858002,217.040955,2611.996826,-447.85907,-134.869141,2611.996826,-72.252335,556.247864,2693.258545,-72.252541,204.337708,2693.258545,-72.251472,-147.572388,2693.258545,-260.988434,342.536804,2622.539551,-383.154053,126.57428,2566.2229,-414.686737,-401.14093,2667.11084,-339.420532,-884.839294,2505.593018,-140.689133,118.373962,2618.679932,-42.661751,-410.606567,2605.567139,14.469349,-887.70813,2574.609131,?,0
2250,'2017/07/23 11:32:10:521',6,-249.773422,863.036072,2685.487793,-256.402466,562.135193,2653.722412,-445.409973,569.555908,2619.342529,-445.40976,217.645752,2619.342529,-445.410828,-134.264343,2619.342529,-67.394943,554.714478,2688.102295,-67.395149,202.804321,2688.102295,-67.394081,-149.105774,2688.102295,-259.783813,341.942932,2624.784668,-385.154297,126.540131,2573.657471,-414.359467,-401.826385,2671.781494,-339.931519,-884.450256,2504.459473,-141.176041,116.961212,2618.036377,-42.93174,-411.936676,2602.316162,10.640266,-885.676392,2578.447754,?,0
2251,'2017/07/23 11:32:10:556',6,-242.976166,862.28894,2694.494141,-251.773499,562.364685,2655.892334,-441.797089,571.045776,2628.030762,-441.796875,219.13562,2628.030762,-441.797943,-132.774475,2628.030762,-61.749916,553.683594,2683.753906,-61.750126,201.773438,2683.753906,-61.749058,-150.136658,2683.753906,-257.056396,342.695313,2623.478516,-384.974945,128.628494,2573.08374,-411.410461,-401.521362,2661.397949,-336.694519,-883.838806,2494.83252,-139.703644,117.423416,2609.045654,-43.005005,-411.66864,2590.255127,10.62775,-879.858765,2572.942871,?,0
2252,'2017/07/23 11:32:10:588',6,-234.872452,857.401855,2698.996094,-244.101135,557.960571,2657.400635,-434.67038,566.917603,2633.663818,-434.670166,215.007446,2633.663818,-434.671234,-136.902649,2633.663818,-53.531895,549.003601,2681.137451,-53.532104,197.093445,2681.137451,-53.531036,-154.81665,2681.137451,-250.187378,338.542297,2623.466797,-379.251282,124.904129,2574.215332,-405.057068,-403.866638,2670.574463,-331.88855,-889.511108,2498.578369,-133.295944,113.343887,2604.850586,-39.453117,-416.419434,2592.437012,14.816811,-883.12384,2580.528564,?,0
2253,'2017/07/23 11:32:10:624',6,-225.358353,858.148926,2701.748047,-237.180023,558.367004,2659.416992,-427.994232,568.629883,2638.331543,-427.994019,216.719727,2638.331543,-427.995087,-135.190369,2638.331543,-46.365791,548.104126,2680.502441,-46.366001,196.19397,2680.502441,-46.364933,-155.716125,2680.502441,-245.200211,339.048096,2625.248047,-376.397583,126.354218,2577.467773,-402.461792,-401.952972,2676.549561,-337.158508,-884.255798,2502.219971,-130.043213,113.104156,2604.69043,-43.335342,-417.925812,2597.455078,9.658047,-879.58728,2586.432373,?,0
2254,'2017/07/23 11:32:10:657',6,-215.749069,857.323242,2703.121826,-229.369354,557.394287,2659.848389,-420.55127,568.528442,2642.960449,-420.551056,216.618286,2642.960449,-420.552124,-135.291809,2642.960449,-38.187447,546.260132,2676.736328,-38.187656,194.349976,2676.736328,-38.186588,-157.56012,2676.736328,-239.056198,338.246124,2625.025879,-372.19281,126.287491,2579.298584,-396.69281,-402.259338,2677.662354,-335.737671,-884.233093,2501.442139,-125.293251,111.908401,2601.108154,-42.584404,-419.809387,2594.980713,10.987949,-881.684204,2583.832764,?,0
2255,'2017/07/23 11:32:10:688',6,-206.834503,859.715027,2712.803467,-221.677963,560.48175,2665.045654,-413.453552,570.951172,2656.56665,-413.453339,219.041016,2656.56665,-413.454407,-132.86908,2656.56665,-29.902355,550.012329,2673.524658,-29.902565,198.102173,2673.524658,-29.901495,-153.807922,2673.524658,-231.954437,341.814941,2627.478027,-366.065735,129.908524,2584.435303,-385.909332,-397.956299,2687.29126,-335.653198,-881.794922,2505.172363,-118.396103,116.387711,2595.385498,-38.063354,-415.732422,2590.174072,11.739014,-874.106201,2582.215088,?,0
2256,'2017/07/23 11:32:10:724',6,-196.832214,861.773193,2718.14502,-211.697662,562.567261,2668.871826,-403.629456,572.965393,2665.245361,-403.629242,221.055237,2665.245361,-403.63031,-130.854858,2665.245361,-19.765881,552.169189,2672.498291,-19.76609,200.259033,2672.498291,-19.76502,-151.651062,2672.498291,-222.802826,344.121826,2630.270996,-357.755859,132.385956,2589.330078,-381.574371,-393.729156,2699.800781,-333.44519,-883.129272,2505.154297,-110.060104,118.966766,2594.010254,-35.003174,-413.807648,2599.470703,13.565865,-877.189087,2588.837402,?,0
2257,'2017/07/23 11:32:10:757',6,-185.960083,861.826782,2720.318604,-200.898178,563.364258,2671.019775,-392.877777,573.426758,2669.864014,-392.877563,221.516602,2669.864014,-392.878632,-130.393494,2669.864014,-8.918581,553.301758,2672.175537,-8.918791,201.391602,2672.175537,-8.917721,-150.518494,2672.175537,-212.112335,344.957092,2632.237793,-347.241974,133.044891,2592.709717,-375.052765,-393.069794,2702.41626,-329.005341,-885.055237,2503.191895,-99.41098,120.054962,2594.201904,-30.20871,-413.388153,2606.773193,17.460567,-879.212158,2589.974121,?,0
2258,'2017/07/23 11:32:10:788',6,-175.43042,866.425659,2722.400146,-192.345352,567.784912,2672.927002,-384.262268,578.217834,2677.109375,-384.262054,226.307678,2677.109375,-384.263123,-125.602417,2677.109375,-0.428421,557.35199,2668.744629,-0.428631,205.441833,2668.744629,-0.427561,-146.468262,2668.744629,-205.055878,349.415527,2634.398438,-341.68927,137.782822,2598.570313,-369.589203,-389.181519,2704.179688,-333.478485,-882.515137,2504.89209,-93.843529,124.309494,2593.169434,-31.606167,-409.742126,2613.233643,12.642982,-874.788818,2587.975342,?,0
2259,'2017/07/23 11:32:10:824',6,-164.12561,868.573486,2734.422119,-183.534943,570.988281,2679.693848,-375.289154,581.707031,2688.271484,-375.28894,229.796875,2688.271484,-375.290009,-122.11322,2688.271484,8.219252,560.269531,2671.116211,8.219042,208.359375,2671.116211,8.220112,-143.55072,2671.116211,-197.565903,353.26355,2638.10083,-335.401123,142.459244,2602.045898,-360.288574,-386.502808,2697.509277,-332.267639,-883.849854,2503.018066,-87.792595,128.618362,2590.969727,-29.73151,-405.486267,2620.027832,13.623615,-876.112976,2587.327637,?,0
2260,'2017/07/23 11:32:10:856',6,-152.14241,867.472351,2738.931396,-168.657196,569.626343,2683.093262,-360.416687,578.91864,2693.082764,-360.416473,227.008484,2693.082764,-360.417542,-124.901611,2693.082764,23.10231,560.334045,2673.10376,23.1021,208.423889,2673.10376,23.10317,-143.486206,2673.10376,-181.386261,351.858093,2641.313477,-317.931946,140.089767,2605.983643,-339.870239,-390.794983,2690.564697,-320.628906,-888.673096,2505.406738,-70.298714,128.089951,2593.08374,-14.85067,-406.419434,2621.316406,24.926529,-881.31842,2592.07666,?,0
2261,'2017/07/23 11:32:10:888',6,-139.844666,863.83844,2740.713379,-155.746857,565.833801,2684.582764,-347.413086,574.597412,2696.615234,-347.412872,222.687256,2696.615234,-347.41394,-129.222839,2696.615234,35.919388,557.07019,2672.550293,35.919178,205.160034,2672.550293,35.920246,-146.750061,2672.550293,-168.333542,348.08078,2642.684082,-304.707306,135.987686,2608.556641,-337.992218,-395.634644,2683.546143,-325.580658,-889.217773,2504.255859,-57.133148,124.667801,2593.01416,-11.151363,-410.788757,2619.513916,20.57354,-883.270264,2590.354004,?,0
2262,'2017/07/23 11:32:10:924',6,-128.121078,861.179688,2742.596436,-145.875305,563.087036,2687.675537,-337.043823,571.855957,2705.977295,-337.04361,219.945801,2705.977295,-337.044678,-131.964294,2705.977295,45.293205,554.318115,2669.373779,45.292995,202.407959,2669.373779,45.294064,-149.502136,2669.373779,-159.824585,345.315704,2646.310547,-297.254181,133.208405,2616.76709,-336.54718,-398.437714,2689.442627,-330.131531,-884.798218,2511.503906,-50.293549,121.88028,2593.124023,-13.373642,-414.518829,2612.77417,13.362337,-883.170776,2591.261963,?,0
2263,'2017/07/23 11:32:10:956',6,-116.556961,858.24939,2743.549316,-135.462128,560.367554,2690.386475,-325.945892,569.223389,2714.768066,-325.945679,217.313232,2714.768066,-325.946747,-134.596863,2714.768066,55.021652,551.51178,2666.004883,55.021442,199.601624,2666.004883,55.022511,-152.308472,2666.004883,-150.761169,342.505371,2649.992188,-289.047241,130.360977,2625.340088,-329.9198,-402.669128,2685.528076,-328.535461,-884.812378,2513.020508,-43.073181,118.925369,2593.855713,-8.765457,-417.776855,2612.291016,15.148813,-885.099487,2591.594971,?,0
2264,'2017/07/23 11:32:10:989',6,-101.674484,854.016113,2743.51709,-121.791061,556.612427,2692.678711,-311.744049,565.571716,2720.861816,-311.743835,213.66156,2720.861816,-311.744904,-138.248535,2720.861816,68.161911,547.653198,2664.495605,68.161705,195.743042,2664.495605,68.162773,-156.167053,2664.495605,-137.832596,338.512207,2653.89209,-276.496796,126.195541,2633.298828,-321.671692,-407.469971,2684.311035,-321.575317,-885.093262,2512.830078,-31.251453,114.628403,2596.912109,-1.209183,-422.43811,2612.830078,21.024117,-886.799622,2592.133545,?,0
2265,'2017/07/23 11:32:11:024',6,-88.66967,850.89978,2743.492432,-109.94368,552.982727,2693.970459,-299.170929,561.68927,2726.737061,-299.170715,209.779114,2726.737061,-299.171783,-142.130981,2726.737061,79.283569,544.276184,2661.203857,79.283363,192.366028,2661.203857,79.284431,-159.544067,2661.203857,-126.510414,334.728516,2656.290527,-265.258362,122.095993,2639.767578,-317.272888,-411.301758,2687.547852,-320.031342,-883.974854,2508.327881,-20.895931,110.852646,2597.453613,2.448698,-426.628784,2609.47998,20.674229,-888.418091,2589.010254,?,0
2266,'2017/07/23 11:32:11:057',6,-75.924515,846.331421,2742.996094,-97.447693,548.068604,2695.775391,-285.453369,556.348755,2735.036865,-285.453156,204.438599,2735.036865,-285.454224,-147.471497,2735.036865,90.557968,539.788452,2656.513916,90.557762,187.878296,2656.513916,90.55883,-164.031799,2656.513916,-114.636818,329.619507,2659.534668,-253.220734,116.516891,2648.64502,-313.238708,-416.377747,2692.586914,-316.816956,-887.412354,2509.673828,-10.431133,105.823959,2597.942871,6.387238,-431.833069,2612.702148,21.42704,-891.232483,2589.583984,?,0
2267,'2017/07/23 11:32:11:088',6,-64.317734,845.46283,2743.75293,-84.767105,547.379639,2698.416016,-272.185394,555.271667,2740.463623,-272.185181,203.361511,2740.463623,-272.186249,-148.548584,2740.463623,102.651184,539.487549,2656.368408,102.650978,187.577393,2656.368408,102.652046,-164.332703,2656.368408,-101.711075,328.624939,2663.950684,-239.635498,114.964676,2656.627441,-305.040039,-418.021667,2689.694092,-314.525177,-886.344604,2505.058838,2.325415,104.775833,2602.343262,14.407074,-432.96051,2619.422607,24.628529,-891.00354,2594.111084,?,0
2268,'2017/07/23 11:32:11:127',6,-52.086761,848.306885,2753.135498,-71.073296,551.157349,2704.088135,-258.687317,557.656128,2745.493408,-258.687103,205.745972,2745.493408,-258.688171,-146.164124,2745.493408,116.540718,544.658508,2662.682861,116.540512,192.748352,2662.682861,116.54158,-159.161743,2662.682861,-86.71312,332.648102,2667.517578,-223.500793,118.335342,2657.683594,-295.141937,-414.394714,2678.760986,-312.611084,-880.862061,2495.547607,18.794907,109.942398,2604.210449,20.68358,-427.924561,2619.179199,27.59782,-880.627075,2590.698486,?,0
2269,'2017/07/23 11:32:11:156',6,-40.700684,848.746582,2757.871826,-59.285645,551.313293,2706.907471,-246.642426,556.858398,2749.593262,-246.642212,204.948242,2749.593262,-246.64328,-146.961853,2749.593262,128.071152,545.768188,2664.22168,128.070938,193.858032,2664.22168,128.072006,-158.052063,2664.22168,-74.144798,332.794434,2670.074219,-210.015961,117.857132,2660.811279,-287.305878,-413.272278,2695.825928,-317.358246,-876.516296,2501.450928,32.008064,110.694046,2605.670654,25.745586,-426.995911,2624.859619,24.787151,-885.555969,2590.953857,?,0
2270,'2017/07/23 11:32:11:187',6,-31.146263,852.012939,2760.774902,-49.643291,553.997314,2709.924561,-236.335831,558.304871,2755.558838,-236.335617,206.394714,2755.558838,-236.336685,-145.515381,2755.558838,137.049255,549.689697,2664.290283,137.049042,197.779541,2664.290283,137.05011,-154.130554,2664.290283,-63.556084,335.323822,2673.647705,-198.066818,119.432953,2666.849121,-277.129883,-410.933197,2710.154785,-316.973328,-875.823059,2514.13208,43.129063,113.867767,2607.892578,29.355591,-423.275482,2635.424072,23.404915,-885.35144,2593.389404,?,0
2271,'2017/07/23 11:32:11:225',6,-19.668955,850.490051,2761.664063,-40.532795,552.074707,2711.094238,-226.097504,557.288452,2761.02832,-226.09729,205.378296,2761.02832,-226.098358,-146.531799,2761.02832,145.031891,546.86084,2661.160156,145.031677,194.950684,2661.160156,145.032745,-156.959412,2661.160156,-56.270653,333.423279,2675.439453,-191.872467,118.139679,2672.039307,-274.900909,-412.091705,2710.31543,-322.411102,-878.342651,2521.032715,47.85545,111.404083,2607.530029,24.496202,-425.233063,2638.280518,18.749437,-890.567627,2590.006592,?,0
2272,'2017/07/23 11:32:11:256',6,-10.592758,852.921387,2762.615234,-31.578625,554.38269,2713.240479,-216.57019,559.815552,2765.23291,-216.569977,207.905396,2765.23291,-216.571045,-144.0047,2765.23291,153.412933,548.949829,2661.248047,153.41272,197.039673,2661.248047,153.413788,-154.870422,2661.248047,-47.753651,335.608917,2678.549072,-183.403931,120.343903,2677.436523,-263.51123,-410.419647,2715.56958,-317.001862,-877.687744,2530.508545,55.546562,113.326385,2610.278809,30.243938,-423.112457,2644.224609,22.065304,-886.996704,2592.109131,?,0
2273,'2017/07/23 11:32:11:288',6,1.028511,849.278015,2762.569092,-23.219957,552.385681,2711.142578,-205.211075,557.60022,2772.838623,-205.210861,205.690063,2772.838623,-205.211929,-146.220032,2772.838623,158.771164,547.171143,2649.446533,158.77095,195.260986,2649.446533,158.772018,-156.649109,2649.446533,-41.014439,333.630005,2677.141602,-176.362854,118.242584,2682.992188,-256.39032,-412.419464,2723.209717,-317.917084,-884.88562,2541.680176,58.745026,111.506073,2603.289063,28.547508,-424.324493,2642.520508,19.107758,-892.612915,2581.763184,?,0
2274,'2017/07/23 11:32:11:325',6,11.330967,848.239258,2762.567627,-17.446611,551.820496,2714.523193,-198.307343,559.858032,2779.167725,-198.307129,207.947876,2779.167725,-198.308197,-143.962219,2779.167725,163.414124,543.782959,2649.878662,163.41391,191.872803,2649.878662,163.414978,-160.037292,2649.878662,-38.765949,333.146332,2682.065186,-176.761444,119.657303,2691.310303,-256.934021,-411.099854,2730.266846,-323.50354,-886.323669,2562.907959,56.590881,109.287003,2607.904053,22.678921,-425.72345,2654.449463,13.988274,-894.465088,2591.412842,?,0
2275,'2017/07/23 11:32:11:356',6,18.325397,843.624939,2753.090088,-10.507385,545.697876,2711.848145,-191.492401,554.90918,2775.984375,-191.492188,202.999023,2775.984375,-191.493256,-148.911072,2775.984375,170.477631,536.486572,2647.711914,170.477417,184.576416,2647.711914,170.478485,-167.333679,2647.711914,-31.789021,326.478882,2683.27832,-169.888382,113.205383,2696.105713,-242.127289,-419.063721,2728.017334,-312.93457,-899.225159,2579.78418,63.747066,101.314392,2613.311279,33.067825,-434.533508,2651.512207,23.700029,-901.988098,2592.091064,?,0
2276,'2017/07/23 11:32:11:388',6,22.933741,840.64856,2747.854004,-5.850622,542.335693,2710.879395,-186.732697,552.780151,2775.115234,-186.732483,200.869995,2775.115234,-186.733551,-151.0401,2775.115234,175.031464,531.891296,2646.643555,175.03125,179.98114,2646.643555,175.032318,-171.928955,2646.643555,-27.797703,322.877441,2684.76123,-166.552689,110.163834,2700.124512,-243.309875,-421.442932,2733.170898,-313.786957,-902.209106,2600.124023,67.06311,96.674515,2617.161621,28.725296,-439.156555,2647.022705,19.81316,-898.932678,2589.809814,?,0
2277,'2017/07/23 11:32:11:424',6,30.240694,837.755981,2755.703369,-1.89187,539.996277,2716.139648,-181.675201,551.652832,2783.187988,-181.674988,199.742676,2783.187988,-181.676056,-152.167419,2783.187988,177.891479,528.339722,2649.091309,177.891266,176.429565,2649.091309,177.892334,-175.48053,2649.091309,-26.345526,320.971985,2688.647705,-166.92598,109.476974,2704.464111,-247.541382,-420.987549,2745.266357,-315.044006,-904.53302,2618.410889,65.327621,94.418381,2617.847412,25.484364,-441.79541,2635.536865,15.900245,-894.669861,2585.676758,?,0
2278,'2017/07/23 11:32:11:456',6,35.083664,835.274597,2759.134033,1.927795,537.972229,2719.455566,-176.507629,549.760864,2789.989258,-176.507416,197.850708,2789.989258,-176.508484,-154.059387,2789.989258,180.36322,526.183594,2648.921875,180.363007,174.273438,2648.921875,180.364075,-177.636658,2648.921875,-23.593582,319.133484,2691.467285,-164.371262,107.909332,2709.038574,-242.704132,-422.800568,2751.682129,-309.435242,-911.362915,2641.141846,66.141342,92.680145,2617.919434,30.494701,-444.00589,2632.838135,18.005079,-891.339722,2584.592285,?,0
2279,'2017/07/23 11:32:11:488',6,41.367432,831.747314,2761.358398,6.045694,535.036743,2722.078369,-171.091354,547.593506,2795.683838,-171.091141,195.68335,2795.683838,-171.092209,-156.226746,2795.683838,183.182755,522.479858,2648.4729,183.182541,170.569702,2648.4729,183.183609,-181.340393,2648.4729,-20.924652,316.322571,2694.483887,-162.307724,105.718872,2714.431152,-240.926773,-424.720337,2760.10083,-306.61731,-915.441589,2663.181885,66.517723,89.497986,2619.347656,28.673218,-447.005737,2637.199707,17.293808,-890.846436,2586.685303,?,0
2280,'2017/07/23 11:32:11:524',6,46.299675,831.909912,2763.964844,7.713388,535.463806,2724.730225,-167.974121,548.987366,2801.566162,-167.973907,197.077209,2801.566162,-167.974976,-154.832886,2801.566162,183.400909,521.940308,2647.894287,183.400696,170.030151,2647.894287,183.401764,-181.879944,2647.894287,-20.92745,316.890869,2697.712158,-163.045944,107.052841,2720.322754,-244.397827,-423.150635,2764.012451,-303.572998,-915.656006,2687.152588,63.909363,89.582993,2621.06543,24.723881,-446.805664,2640.525879,14.84613,-889.614197,2586.209961,?,0
2281,'2017/07/23 11:32:11:556',6,49.107986,832.146423,2763.789795,10.367716,535.270935,2726.603271,-165.042389,549.0979,2804.015381,-165.042175,197.187744,2804.015381,-165.043243,-154.722351,2804.015381,185.777832,521.44397,2649.191162,185.777618,169.533813,2649.191162,185.778687,-182.376282,2649.191162,-18.27997,316.558167,2700.755127,-160.224167,106.776199,2724.907227,-240.686523,-423.320313,2771.526611,-292.89856,-920.653687,2711.500244,66.368851,88.914627,2624.906738,33.511559,-447.484497,2652.222168,19.886375,-890.903442,2588.365479,?,0
2282,'2017/07/23 11:32:11:588',6,50.155575,831.567871,2763.671875,10.145897,534.878296,2728.149658,-164.34053,549.96637,2807.390625,-164.340317,198.056213,2807.390625,-164.341385,-153.853882,2807.390625,184.632309,519.790222,2648.908691,184.632095,167.880066,2648.908691,184.633163,-184.030029,2648.908691,-19.859999,316.185547,2703.718262,-162.584793,107.239731,2730.476807,-247.068085,-421.723938,2782.235596,-294.667603,-917.063965,2730.156006,62.853004,87.745834,2628.096924,24.531921,-448.247925,2656.785889,15.705578,-892.625732,2586.087158,?,0
