@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
452,'2017/07/23 11:19:17:717',1,-97.795349,842.569397,2530.989014,-51.643837,623.490723,2519.861816,81.179131,638.762146,2449.37207,169.833145,333.756622,2430.656982,216.302063,59.509277,2503.029785,-184.466797,608.219238,2590.351563,-250.003052,285.398285,2600.215576,-241.947418,2.970032,2502.690674,-28.57193,409.770203,2517.03418,83.751511,206.311478,2466.840332,83.45343,-245.336319,2521.467041,104.654686,-599.951782,2510.564941,-94.751556,185.787918,2561.572754,-73.371651,-252.014297,2503.645996,-82.471321,-600.307739,2516.20874,0,?
453,'2017/07/23 11:19:17:748',1,-99.020706,851.923035,2543.974365,-52.313046,640.08667,2527.94458,77.812103,665.043701,2454.709961,151.813995,381.875122,2407.594971,211.430878,105.586853,2458.408936,-182.438202,615.1297,2601.179199,-243.081238,312.309875,2609.359375,-235.723267,27.769257,2517.63623,-18.118057,428.178101,2516.48877,102.415314,232.828537,2456.44165,92.385765,-207.542465,2505.427979,112.084236,-619.036133,2485.966064,-70.261459,199.710495,2553.624268,-66.212646,-232.113358,2489.767334,-77.827263,-619.458069,2497.542236,0,?
454,'2017/07/23 11:19:17:780',1,-99.338463,844.303528,2544.484131,-48.232254,637.522339,2526.681885,78.952553,669.255981,2450.404297,147.890533,390.431763,2395.697754,217.337585,104.291199,2434.619385,-175.417068,605.788696,2602.959473,-230.637177,318.096466,2614.473633,-224.125824,37.513885,2511.507813,-5.001604,427.292908,2511.303223,121.982628,237.960693,2445.694336,107.647781,-194.125427,2510.300293,117.396072,-636.076599,2484.98584,-45.524529,196.166321,2546.154785,-57.018196,-234.989441,2505.000732,-71.88694,-630.296204,2497.505859,0,?
455,'2017/07/23 11:19:17:815',1,-98.876144,845.927368,2554.313721,-45.260651,642.882446,2530.720703,79.676483,680.426147,2452.961914,152.232117,411.389709,2390.464355,219.0961,118.481537,2423.05542,-170.197784,605.338684,2608.479492,-214.272675,309.677399,2622.83252,-213.332794,32.535858,2510.803711,3.64362,434.341217,2508.608154,134.511429,250.43013,2435.48291,109.741074,-176.321823,2511.256348,111.450577,-624.116821,2484.79541,-29.415646,201.169876,2537.508301,-57.466602,-229.060806,2511.98877,-78.639496,-620.395203,2497.447754,0,?
456,'2017/07/23 11:19:17:847',1,-98.113998,843.584595,2564.195313,-42.208611,643.738525,2534.727051,77.967606,685.429932,2451.720215,155.646362,447.381683,2386.552979,217.416595,149.877716,2408.988037,-162.384827,602.046997,2617.733887,-215.307404,304.305695,2625.046875,-198.985535,28.31076,2511.914307,10.023611,436.623566,2506.321777,141.024246,256.83493,2423.510254,108.767624,-166.827515,2505.922119,106.479485,-626.896301,2482.571289,-16.512573,202.182343,2532.322754,-48.891888,-227.861511,2527.726563,-79.890884,-623.673279,2501.421631,0,?
457,'2017/07/23 11:19:17:880',1,-96.049683,850.035522,2562.168945,-36.763042,649.320068,2534.442139,80.16217,692.268433,2447.29126,156.798767,469.369812,2381.895264,217.849365,170.008362,2401.090332,-153.688248,606.371582,2621.593018,-206.814316,297.882751,2620.773682,-189.23407,19.116608,2514.260742,18.043343,442.674622,2506.136719,149.337189,264.124237,2420.821045,115.624802,-155.355774,2518.334717,107.98494,-622.854492,2493.102783,-3.63773,207.934174,2534.841553,-37.12709,-221.946777,2544.123047,-78.430916,-621.552795,2509.968018,0,?
458,'2017/07/23 11:19:17:916',1,-81.109428,849.796082,2559.25,-25.269882,648.61853,2531.18042,89.50724,689.552979,2440.143311,154.377533,500.272095,2375.720947,209.32016,198.74057,2386.715576,-140.046997,607.684082,2622.217529,-182.042404,305.842285,2619.031006,-180.438477,22.540344,2525.340576,26.620125,441.079834,2503.283203,153.570618,260.310913,2415.850586,117.987556,-157.777649,2517.879883,104.003899,-632.400879,2491.020752,3.449654,206.771378,2534.921387,-28.350588,-223.297928,2549.085449,-84.001808,-626.309143,2508.298096,0,?
459,'2017/07/23 11:19:17:948',1,-70.084068,843.965942,2540.754883,-13.753548,641.915771,2519.886475,97.482071,679.433655,2423.256104,158.785172,499.82251,2373.633057,203.224991,196.255676,2374.579346,-124.989159,604.397827,2616.516846,-179.783844,304.841095,2634.193604,-166.502808,25.373871,2530.338623,37.538124,433.531555,2498.022949,161.622162,249.69902,2412.924561,123.774551,-168.235306,2514.540283,107.423141,-638.414795,2493.035645,16.037437,200.595688,2539.394287,-11.063044,-229.53447,2560.838867,-77.960678,-631.232666,2511.527344,0,?
460,'2017/07/23 11:19:17:980',1,-46.521252,832.987183,2539.181641,0.956879,629.963074,2516.435059,108.042343,663.088806,2413.830566,165.994537,468.712585,2378.410645,203.900452,165.142151,2359.610352,-106.128578,596.837341,2619.039551,-127.703987,309.480164,2566.173096,-154.123322,24.817047,2531.614014,45.174503,419.99115,2494.794678,159.469162,231.696793,2406.009521,106.510529,-183.299057,2511.512695,100.927261,-643.375916,2489.499756,19.315086,188.341629,2540.299072,-2.215767,-242.155258,2562.121826,-86.155342,-637.371643,2509.969238,0,?
461,'2017/07/23 11:19:18:015',1,-21.115646,822.14563,2530.862549,18.497803,616.980347,2507.511719,120.501534,646.448792,2398.871338,171.565552,413.310944,2374.849609,226.243164,111.54837,2356.16333,-83.505936,587.511902,2616.1521,-112.323975,282.738251,2548.840576,-138.686005,-8.651459,2528.759033,57.904198,405.876526,2487.249512,164.043533,214.051559,2395.912598,110.742065,-198.774155,2509.646484,105.156448,-645.854797,2485.925537,30.577652,175.49382,2538.062012,26.64657,-254.965012,2564.320801,-77.022392,-633.848145,2507.624023,0,?
462,'2017/07/23 11:19:18:048',1,-10.123486,844.350342,2518.091064,26.000835,638.033081,2503.374268,124.690369,662.826111,2390.510742,175.634964,389.058868,2371.12793,237.160889,87.576385,2359.289551,-72.688705,613.23999,2616.237793,-97.91613,256.687347,2538.325439,-118.305389,-37.83136,2514.189453,61.509438,425.848694,2487.8125,161.681137,229.90918,2398.300537,101.825089,-182.577026,2513.749023,94.120117,-616.378845,2497.433594,32.354946,197.419495,2546.200928,32.902645,-237.136658,2581.640869,-88.301117,-601.33374,2520.907715,0,?
463,'2017/07/23 11:19:18:080',1,-2.042366,857.727905,2512.652344,32.782269,650.112915,2501.494873,131.884872,673.103577,2388.365723,181.620956,408.054047,2378.720215,237.881287,106.228455,2353.330566,-66.320328,627.122192,2614.624023,-88.943146,264.775543,2538.559326,-95.383316,-29.81311,2500.430664,65.298782,437.330933,2486.737305,162.639297,239.587433,2397.980713,104.49501,-175.619659,2501.918213,93.723183,-622.918091,2495.50415,32.991291,209.510529,2545.97876,59.018089,-219.682556,2595.739502,-91.102776,-606.08252,2518.716064,0,?
464,'2017/07/23 11:19:18:116',1,7.050217,836.774963,2501.186279,40.070644,628.998901,2490.456787,129.011246,648.667603,2368.856934,172.300461,370.628845,2346.374756,218.553177,93.724518,2316.885254,-48.869953,609.330261,2612.056641,-70.298691,331.54071,2566.683594,-78.41996,51.275421,2533.966797,72.045166,415.866638,2479.369629,162.279114,215.618088,2388.629883,101.228531,-195.272079,2488.972412,96.12915,-650.316162,2488.140625,45.760254,189.850632,2547.935059,97.265915,-228.302475,2619.631592,-78.207077,-623.469666,2522.147461,0,?
465,'2017/07/23 11:19:18:169',1,15.863823,824.467896,2499.435791,47.569992,616.198059,2485.775635,126.860001,635.415894,2357.710205,159.148987,356.352234,2330.036377,199.310883,78.967133,2296.428467,-31.720007,596.980225,2613.841064,-53.653038,317.706451,2579.055176,-63.101772,37.108154,2549.725098,79.0242,403.079041,2473.269043,162.300766,202.520416,2377.061279,101.313858,-209.710754,2481.171143,96.303665,-639.234009,2483.878662,58.656044,177.399628,2544.463623,102.755051,-243.264557,2618.936523,-75.446762,-604.485352,2516.381592,0,?
466,'2017/07/23 11:19:18:181',1,28.281717,810.877686,2495.485107,57.506725,604.365356,2482.053711,129.222321,621.852356,2349.313965,151.762711,341.858856,2321.376465,185.712891,63.928467,2285.501221,-14.208858,586.878357,2614.793457,-34.67672,306.577118,2588.388428,-44.91383,25.692291,2562.237549,86.529465,390.911743,2469.61377,162.377472,188.8759,2370.50415,93.498268,-221.372757,2481.329346,96.748024,-638.192566,2487.681885,68.726936,166.040329,2543.843506,112.088425,-255.425644,2620.65332,-73.036209,-589.803162,2530.252686,0,?
467,'2017/07/23 11:19:18:216',1,33.157501,804.865479,2492.932861,60.972748,599.322876,2479.779297,127.544266,615.880615,2344.132568,142.624359,335.162903,2318.537842,170.676224,56.675262,2281.895264,-5.598768,582.765137,2615.426025,-23.734179,301.773315,2595.434814,-34.341282,20.645111,2572.210205,89.309097,385.744263,2467.615479,161.105255,182.975006,2366.897705,87.966492,-226.834259,2478.91626,96.026276,-630.170776,2490.526123,74.185638,161.356232,2544.005615,121.986206,-260.789978,2617.338623,-69.577316,-571.829285,2543.444824,0,?
468,'2017/07/23 11:19:18:248',1,43.047985,803.081909,2484.152832,65.896423,595.731262,2474.503418,129.991104,608.301453,2337.166504,139.790314,327.0625,2314.949463,162.503311,48.040039,2278.678711,1.801735,583.161072,2611.840332,-13.764622,301.71344,2596.679199,-24.425602,20.380524,2576.110107,89.610245,381.452301,2465.958008,155.200058,175.386002,2367.684082,68.489006,-232.937759,2475.695557,92.202705,-631.710815,2495.423096,71.448074,158.960648,2547.141113,141.270721,-259.752319,2620.882568,-68.733124,-564.429321,2560.682373,0,?
469,'2017/07/23 11:19:18:279',1,36.632206,806.692139,2497.952393,67.25679,600.086121,2479.599365,115.078018,618.661438,2336.782715,121.307564,337.063965,2318.100586,139.351776,57.549408,2283.015381,19.435543,581.510742,2622.416016,6.345835,299.765594,2610.87085,-4.13693,18.261749,2592.686768,99.409782,387.458008,2462.710205,162.135757,186.70546,2354.515869,84.826752,-223.749161,2462.263916,104.957222,-615.762146,2481.625732,100.989807,162.954361,2537.126221,175.266983,-257.953552,2591.26709,-31.5625,-558.684753,2564.966797,0,?
470,'2017/07/23 11:19:18:316',1,38.619606,809.948975,2503.494385,71.576347,603.45575,2483.437012,102.74305,621.197327,2336.164551,106.629677,339.359863,2320.754395,120.696648,59.405609,2287.397705,40.409645,585.714172,2630.709473,29.553154,303.776276,2621.871582,19.413227,22.130615,2605.813232,105.735748,391.184998,2465.094238,160.619385,190.711472,2348.822998,77.921127,-216.454941,2464.974365,95.496803,-621.321167,2490.819092,119.170906,167.116989,2544.679932,36.411255,-240.3517,2660.91748,54.37883,-654.245544,2687.338379,0,?
471,'2017/07/23 11:19:18:349',1,42.759964,810.132507,2505.168457,75.281372,603.134338,2486.677002,93.748505,618.085571,2336.937256,96.128403,336.090057,2324.375244,106.876709,55.751373,2293.075928,56.814236,588.183105,2636.416748,47.895203,306.12085,2629.613281,38.209801,24.358093,2615.439697,108.106529,390.557587,2469.5,153.435593,188.104172,2350.935791,85.941017,-222.586777,2463.971436,75.191956,-621.865234,2507.499512,128.42778,167.857529,2553.710205,60.862221,-243.265366,2666.864746,49.75634,-655.797974,2711.837646,0,?
472,'2017/07/23 11:19:18:379',1,49.924683,806.128906,2499.410889,79.497803,599.341614,2484.686768,88.807213,611.071411,2333.691406,90.233345,328.97287,2323.526123,98.259651,48.303497,2294.452881,70.188393,587.611816,2635.682129,62.910248,305.469574,2630.416016,53.750137,23.610474,2617.906982,109.279068,386.161682,2469.962402,145.270584,180.806641,2354.51001,91.792816,-232.872986,2463.993164,71.26384,-622.149536,2507.412109,132.850082,165.15686,2555.966064,79.312866,-248.982697,2665.571045,57.585464,-660.984131,2711.524658,0,?
473,'2017/07/23 11:19:18:416',1,37.861813,815.709961,2511.756104,72.933655,610.62262,2493.244385,78.224976,624.900635,2342.02417,79.055786,342.735443,2333.835693,84.882324,61.785248,2307.040039,67.642334,596.344666,2644.4646,61.731834,314.151093,2640.367432,53.136692,32.212921,2629.324951,107.296738,398.458527,2474.414551,145.109177,195.602066,2357.005859,106.991882,-218.75087,2470.11377,80.406456,-600.152161,2506.522705,138.210464,176.986771,2554.163574,100.046417,-237.874435,2667.410156,71.310318,-650.129822,2706.764404,0,?
474,'2017/07/23 11:19:18:448',1,52.968815,806.819458,2509.093018,81.324074,601.388794,2494.05542,79.867241,612.683044,2342.529785,80.331757,330.474823,2335.952148,84.404266,49.288391,2311.404785,82.780907,590.094543,2645.581055,77.998016,307.868011,2642.378906,69.984398,25.865173,2632.625977,108.943214,388.108643,2477.892578,135.610931,182.204529,2362.771729,97.320679,-231.681641,2478.478516,75.790817,-628.981201,2506.126709,137.513779,167.452454,2560.687744,195.777023,-255.805908,2631.580811,-7.762604,-582.082581,2662.175293,0,?
475,'2017/07/23 11:19:18:484',1,64.93824,809.934937,2515.822754,87.392006,603.001831,2498.956055,77.311195,615.251709,2347.900391,77.554085,333.015839,2342.625732,80.245895,51.632202,2320.243652,97.472816,590.751953,2650.011719,93.612572,308.504303,2647.499023,86.180038,26.448608,2638.87915,108.132767,389.210419,2480.234375,122.279312,183.432129,2362.701904,95.197823,-231.688965,2477.094482,80.284691,-612.609253,2497.447998,135.467743,167.405945,2560.323486,196.825729,-255.937836,2622.9021,10.492493,-608.576294,2642.779785,0,?
476,'2017/07/23 11:19:18:515',1,79.034164,791.385376,2503.541504,96.4636,584.013916,2493.109131,71.430054,590.192261,2343.843018,71.541779,307.93869,2339.61792,73.160934,26.391388,2319.28418,121.497139,577.835632,2642.375244,118.387718,295.574463,2640.396973,111.52375,13.475708,2632.772461,111.846985,369.358337,2481.644287,110.899101,158.733307,2372.801758,90.516373,-254.446594,2486.719727,79.37851,-638.861328,2503.669922,143.56163,150.67215,2567.557129,212.012878,-272.571625,2619.054688,63.160568,-637.195801,2696.244141,0,?
477,'2017/07/23 11:19:18:549',1,109.00872,790.609497,2515.012695,114.094475,582.323242,2500.806641,73.10968,591.550293,2355.626465,73.146126,309.285309,2352.244141,73.943619,27.602875,2333.823242,155.079269,573.096191,2645.986816,152.57843,290.826385,2644.424561,146.262268,8.692566,2637.674561,118.583961,367.574524,2485.890625,96.305443,158.852203,2376.154541,80.633652,-257.85611,2482.286865,75.982658,-616.581848,2495.962646,149.841446,146.799408,2565.794678,211.164093,-277.756409,2614.405029,125.115448,-660.917969,2704.055176,0,?
478,'2017/07/23 11:19:18:584',1,124.835197,791.16156,2527.350586,123.381378,583.194824,2509.01001,74.4048,595.49292,2366.152344,74.40007,313.220703,2363.445557,74.578217,31.427063,2346.793945,172.357956,570.896729,2651.867676,170.348892,288.621368,2650.631104,164.55426,6.459015,2644.649414,122.673767,368.500275,2490.770508,90.104187,161.80629,2379.594238,80.64949,-257.942078,2476.337158,85.209991,-615.029541,2495.056885,153.828125,145.80513,2565.467773,217.771759,-277.934143,2617.597168,170.269836,-670.893188,2712.512207,0,?
479,'2017/07/23 11:19:18:616',1,133.74559,789.802917,2533.439209,130.0755,582.125244,2514.599854,71.6884,594.84436,2375.168701,71.66291,312.567444,2373.003174,71.38327,30.682617,2357.97583,188.462616,569.406006,2654.031006,186.850021,287.127106,2653.050293,181.547287,4.941559,2647.744629,127.346184,367.320129,2496.147949,86.537628,160.810303,2386.760986,82.038956,-260.383667,2479.196533,89.373039,-618.538452,2500.23584,162.696091,144.219788,2568.631104,241.266785,-277.440552,2615.047119,207.843689,-672.737854,2721.328369,0,?
480,'2017/07/23 11:19:18:648',1,144.00856,791.562744,2545.213135,138.287277,584.212891,2520.604492,58.382034,599.03894,2393.355713,58.347729,316.759033,2391.623291,57.73814,34.799561,2378.078857,218.192535,569.386841,2647.853271,216.899063,287.105621,2647.074219,212.056915,4.901245,2642.363525,134.084183,369.711975,2498.251953,77.452049,164.939041,2392.406494,75.808052,-257.790405,2478.5896,80.900764,-614.117554,2497.556641,182.31012,145.483109,2559.392334,266.098206,-275.229553,2606.403809,234.093262,-675.144165,2703.553711,0,?
481,'2017/07/23 11:19:18:688',1,150.814972,795.421509,2551.829346,147.087814,586.92688,2527.098633,56.86134,600.503967,2406.24707,56.824978,318.222168,2404.861328,55.985653,36.201782,2392.665283,237.314285,573.349792,2647.950195,236.27739,291.067139,2647.330322,231.864029,8.847473,2643.143799,145.202988,372.351013,2504.399414,84.913879,166.563675,2403.472168,91.683182,-257.40625,2483.158447,97.220581,-617.870483,2502.404785,201.722443,148.986588,2559.928223,278.793549,-271.506897,2618.114258,238.155975,-671.454956,2716.479736,0,?
482,'2017/07/23 11:19:18:715',1,154.490799,795.222351,2554.418213,152.341965,586.541138,2530.394287,46.484886,597.077087,2423.002197,46.450123,314.794037,2421.893555,45.459,32.723938,2410.919189,258.199066,576.005188,2637.786377,257.368225,293.721588,2637.292725,253.351913,11.489532,2633.568604,152.69458,371.792175,2508.978271,84.063927,163.909103,2417.578613,84.882591,-261.975586,2486.371582,91.661316,-623.470825,2508.662598,222.030472,150.177292,2557.545898,284.635712,-272.729553,2614.818848,239.866974,-672.922485,2712.958984,0,?
483,'2017/07/23 11:19:18:747',1,159.762772,797.795349,2555.802979,155.702911,588.452515,2533.63501,46.189117,598.403809,2429.189941,46.157722,316.119965,2428.303223,45.074749,34.009399,2418.433105,265.216705,578.501282,2638.080078,264.551086,296.217072,2637.686523,260.901062,13.974915,2634.37085,155.390137,373.592468,2513.491699,84.214554,165.171539,2425.765381,87.025368,-262.441467,2482.71167,92.970589,-620.081543,2502.61084,225.940155,152.293243,2560.931396,271.704346,-271.808716,2623.762207,224.52063,-672.876221,2718.416016,0,?
484,'2017/07/23 11:19:18:783',1,167.784698,794.968079,2564.601807,163.9142,586.403442,2542.32373,47.413929,596.362915,2445.546631,47.386486,314.078613,2444.837402,46.25724,31.93515,2435.963867,280.414459,576.444031,2639.10083,279.881409,294.159485,2638.786865,276.568054,11.909149,2635.832275,162.839172,371.608948,2521.513184,85.901337,163.29985,2437.683105,88.692329,-264.815308,2491.995361,92.22673,-626.076233,2507.22168,237.626968,150.329025,2563.722168,280.657654,-274.579834,2624.857666,231.857697,-676.383789,2716.19751,0,?
485,'2017/07/23 11:19:18:816',1,175.001419,796.46051,2570.008301,173.109512,588.506836,2548.186523,48.968975,596.097473,2461.262695,48.945518,313.812775,2460.695313,47.804092,31.642578,2452.719482,297.250061,580.916138,2635.110352,296.823212,298.631348,2634.859863,293.818512,16.37439,2632.224854,173.237946,373.549438,2529.231934,92.368347,163.544769,2453.562012,94.619965,-265.714783,2497.604004,98.148926,-623.314331,2512.350586,254.364395,153.639374,2566.992676,286.693451,-271.843842,2630.720459,238.819458,-674.279907,2720.153564,0,?
486,'2017/07/23 11:19:18:848',1,181.775665,797.6073,2581.664551,176.412308,589.802734,2558.205078,59.357536,600.219238,2462.152344,59.337868,317.934357,2461.698486,58.209396,35.742432,2454.530762,293.467041,579.386292,2654.257813,293.125275,297.101318,2654.057861,290.402832,14.838989,2651.706299,173.71228,374.951721,2538.196045,94.682114,166.893127,2455.552002,88.846741,-263.218933,2488.374512,95.002441,-619.407104,2498.185547,247.342392,153.308228,2580.822021,265.109283,-271.5224,2652.85376,215.555786,-676.644043,2726.714844,0,?
487,'2017/07/23 11:19:18:884',1,187.764496,804.330505,2596.94751,183.544556,595.631714,2572.561279,64.497681,607.728516,2478.837158,64.481407,325.443512,2478.474121,63.383965,43.233917,2472.032959,302.5914,583.535034,2666.2854,302.31781,301.249939,2666.125732,299.853027,18.983276,2664.025391,179.300186,381.035004,2550.254883,97.521317,174.316803,2466.906494,93.886261,-255.91333,2500.562256,94.152824,-614.446899,2507.606445,252.590317,158.559723,2588.990479,267.378723,-267.241699,2657.088623,238.216797,-675.09668,2724.306641,0,?
488,'2017/07/23 11:19:18:915',1,194.400177,805.417236,2596.107178,189.61174,596.586731,2577.843506,67.157814,607.630493,2488.423584,67.144455,325.345398,2488.133057,66.090622,43.121429,2482.345215,312.065674,585.542908,2667.263428,311.846649,303.257813,2667.135742,309.616699,20.98764,2665.258545,183.379898,381.684814,2559.836182,97.177025,173.995285,2483.431396,96.293999,-256.826599,2508.473877,91.057091,-621.25708,2512.803711,257.11908,159.570541,2600.226318,258.865631,-265.778992,2672.108887,244.601883,-676.289185,2725.860596,0,?
489,'2017/07/23 11:19:18:950',1,202.012421,805.121155,2613.673828,196.085098,596.567871,2591.338623,71.303032,609.695801,2505.328125,71.29213,327.410675,2505.095703,70.290291,45.17514,2499.894775,320.867188,583.439941,2677.349121,320.691895,301.154785,2677.24707,318.675598,18.881744,2675.568359,188.716644,382.057739,2569.287598,99.819672,176.124954,2491.040039,113.233307,-254.70433,2502.708252,95.739555,-620.834045,2505.178467,262.876709,158.97023,2603.433105,254.651138,-265.874329,2678.090576,249.550354,-678.515381,2713.287842,0,?
490,'2017/07/23 11:19:18:983',1,206.245361,805.737976,2621.930664,202.397858,597.399475,2600.14917,73.875938,607.198853,2519.389893,73.867058,324.913696,2519.204102,72.922173,42.668732,2514.530518,330.919769,587.600159,2680.908447,330.779419,305.314972,2680.826904,328.957245,23.039612,2679.324951,198.735504,382.610687,2579.915039,111.029961,174.229874,2506.87085,121.452881,-257.003784,2510.227783,108.335999,-626.36615,2515.101563,279.116333,161.413895,2612.490967,260.424469,-262.370789,2691.185791,262.211914,-675.93573,2719.423584,0,?
491,'2017/07/23 11:19:19:017',1,211.96347,804.899719,2628.313721,205.115295,596.223999,2605.651123,68.692368,606.478149,2540.077637,68.685135,324.192993,2539.928955,67.799812,41.940369,2535.729004,341.538208,585.969727,2671.224609,341.425873,303.68454,2671.159424,339.779877,21.407318,2669.814697,199.581543,381.631104,2583.606445,104.633499,173.759064,2518.58374,112.543152,-257.622772,2514.265137,93.572517,-624.696899,2513.894287,283.462097,160.317413,2604.539795,245.923737,-262.152283,2682.098633,250.368637,-676.401367,2701.435791,0,?
492,'2017/07/23 11:19:19:048',1,216.78009,803.064514,2630.76709,210.092743,593.969055,2610.957764,72.065552,603.427856,2548.125244,72.059761,321.142639,2548.006348,71.234741,38.88385,2544.231689,348.119934,584.510254,2673.790283,348.03006,302.225067,2673.738037,346.543793,19.94632,2672.533691,204.241486,379.147522,2591.472168,108.551933,170.482498,2531.090576,126.353935,-260.495239,2521.342529,112.037651,-628.319214,2518.256836,288.228516,158.16951,2612.882568,247.481033,-260.896667,2705.707275,250.355011,-675.581299,2714.601318,0,?
493,'2017/07/23 11:19:19:084',1,220.357117,802.409546,2631.468262,215.436462,593.450928,2616.254883,77.956009,600.036072,2551.547363,77.951347,317.750885,2551.452148,77.185989,35.487061,2548.05957,352.916931,586.865723,2680.962402,352.845032,304.580536,2680.920654,351.503418,22.300537,2679.841553,212.15625,378.22406,2601.320801,119.16658,167.29422,2544.163574,138.571152,-263.703674,2532.708252,126.700821,-626.228027,2520.199951,298.58551,158.700226,2628.609863,251.95929,-260.786774,2717.776367,254.129852,-675.68634,2720.890137,0,?
494,'2017/07/23 11:19:19:116',1,223.514542,804.011353,2631.341064,219.133865,593.953979,2620.080811,79.947098,599.24231,2558.934326,79.943382,316.957092,2558.858154,79.236221,34.689178,2555.808594,358.320618,588.665649,2681.227295,358.263031,306.380402,2681.193848,357.052399,24.099426,2680.226318,215.817474,378.51123,2608.996826,121.541489,166.524475,2557.953125,137.097824,-264.668274,2545.923828,125.448502,-619.284363,2522.331787,303.460693,159.612488,2637.872559,244.089172,-260.765015,2712.966309,246.201752,-675.773254,2713.69165,0,?
495,'2017/07/23 11:19:19:148',1,226.837723,801.566406,2633.324707,221.310104,591.149048,2623.467285,80.214531,596.801636,2566.883057,80.211533,314.516449,2566.822266,79.560165,32.24527,2564.080811,362.405701,585.496582,2680.051514,362.359589,303.211365,2680.024902,361.267456,20.929565,2679.157227,216.427887,375.648071,2614.11377,119.274605,163.843597,2567.756348,134.016434,-267.308929,2552.531494,127.712952,-617.927612,2518.064697,303.816711,156.450531,2641.76416,239.996643,-264.216125,2712.951172,238.94931,-679.224182,2708.850586,0,?
496,'2017/07/23 11:19:19:183',1,234.235214,809.162659,2632.721191,224.701721,598.466125,2625.762451,81.251732,605.967407,2575.861816,81.249275,323.68222,2575.812988,80.650963,41.408417,2573.348389,368.151703,590.964783,2675.663086,365.007172,248.182312,2686.342773,374.786621,-18.812805,2703.727783,216.187958,383.038116,2617.853027,113.808411,172.51857,2577.291504,136.896484,-258.095398,2559.214111,127.980286,-602.425354,2522.637451,301.539978,162.701675,2642.595703,236.898743,-259.528259,2703.214111,235.407776,-674.396118,2710.19458,0,?
497,'2017/07/23 11:19:19:215',1,240.366882,809.033386,2631.470215,227.042984,599.510803,2626.437256,81.270866,608.784058,2584.147949,81.268845,326.49884,2584.108887,80.720551,44.22287,2581.893066,372.815125,590.237549,2668.726563,370.652679,308.047577,2675.733398,379.851929,26.397919,2692.280518,215.054764,384.18457,2620.543945,107.73056,174.923111,2586.993164,144.852264,-254.331131,2564.912598,131.549057,-603.631104,2519.155273,298.402527,162.793594,2642.308105,240.121063,-260.179138,2704.86792,222.52243,-674.480469,2706.334473,0,?
498,'2017/07/23 11:19:19:248',1,239.964142,806.817261,2640.339844,227.243958,597.875366,2632.190186,79.906532,607.472351,2595.814941,79.90493,325.187134,2595.783691,79.403496,42.909393,2593.79126,374.58139,588.278381,2668.56543,372.792847,306.054108,2674.153809,381.006622,24.283813,2689.086426,215.36113,382.637726,2623.534668,107.170074,173.673203,2591.102295,155.604675,-253.62822,2558.267822,140.169174,-605.271301,2515.245361,299.786499,161.126938,2638.656006,243.894684,-262.960205,2696.071045,231.476395,-677.347717,2707.851318,0,?
499,'2017/07/23 11:19:19:284',1,240.510818,804.369995,2635.243408,227.173279,595.275085,2630.062256,78.777496,604.868225,2598.282959,78.776215,322.583008,2598.258057,78.318527,40.303864,2596.466553,375.569061,585.681946,2661.841553,374.100861,303.43576,2666.300781,381.439819,21.567688,2679.772217,214.621765,379.996765,2623.687012,105.035332,170.991318,2596.531494,157.372086,-256.242249,2566.349365,138.350571,-602.129089,2520.011963,299.105164,158.445541,2638.092041,241.53418,-264.365601,2702.815918,229.720825,-679.040344,2710.285645,0,?
500,'2017/07/23 11:19:19:316',1,240.522552,806.010742,2641.730225,225.577957,596.234558,2633.919678,76.62397,606.849854,2605.231934,76.622963,324.564606,2605.211914,76.205826,42.284271,2603.60083,374.531952,585.619263,2662.607422,373.333557,303.359039,2666.167236,379.895264,21.411774,2678.317383,211.935043,381.107849,2625.153809,100.842056,172.925995,2597.619629,155.435104,-254.404114,2571.739746,135.048187,-593.754761,2514.378174,295.742218,159.036285,2635.15625,238.681335,-262.880249,2706.033203,227.05722,-677.604492,2703.422852,0,?
